Day,Source,Target,SNS Source,SNS Target
2020-11-10,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-10,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-10,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-10,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-10,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-10,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-10,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-10,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-11,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-11,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-11,Twitter__37,Twitter__37,Twitter,Twitter
2020-11-12,Twitter__12,Twitter__12,Twitter,Twitter
2020-11-12,Twitter__36,Twitter__36,Twitter,Twitter
2020-11-12,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-13,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-14,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-14,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-15,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-15,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-15,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-15,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-15,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-16,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-16,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-17,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-17,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-18,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-18,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-18,Twitter__22,Twitter__7,Twitter,Twitter
2020-11-19,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-19,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-20,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-20,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-20,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-21,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-21,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-22,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-22,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-23,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-26,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-26,Twitter__22,Twitter__18,Twitter,Twitter
2020-11-28,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-29,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-29,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-30,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-01,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-01,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-02,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-03,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-03,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-03,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-03,Twitter__18,Twitter__4,Twitter,Twitter
2020-12-03,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-03,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-04,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-06,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-06,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-06,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-06,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-06,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-07,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-08,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-08,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-09,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-09,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-10,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-10,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-10,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-11,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-11,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-11,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-12,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-13,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-13,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-13,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-14,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-16,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-16,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-16,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-17,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-17,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-18,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-18,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-18,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-18,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-19,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-19,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-20,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-21,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-21,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-21,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-21,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-23,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-23,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-23,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-23,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-23,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-24,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-24,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-25,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-26,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-31,Twitter__18,Twitter__18,Twitter,Twitter
2020-12-31,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-01,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-01,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-01,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-01,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-01,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-03,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-03,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-03,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-03,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-05,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-05,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-06,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-06,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-07,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-07,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-07,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-07,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-08,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-08,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-09,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-09,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-09,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-09,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-09,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-10,Twitter__18,Twitter__18,Twitter,Twitter
2021-01-10,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-27,FB__172,YouTube__26,FB,YouTube
2020-11-29,4Chan__1,YouTube__46,4Chan,YouTube
2020-11-29,4Chan__1,YouTube__17,4Chan,YouTube
2020-11-29,4Chan__1,YouTube__17,4Chan,YouTube
2020-11-29,4Chan__1,YouTube__21,4Chan,YouTube
2020-11-29,4Chan__1,YouTube__21,4Chan,YouTube
2020-11-30,4Chan__1,YouTube__56,4Chan,YouTube
2020-11-30,4Chan__1,YouTube__19,4Chan,YouTube
2020-11-30,4Chan__1,YouTube__19,4Chan,YouTube
2020-11-30,4Chan__1,YouTube__26,4Chan,YouTube
2020-11-30,4Chan__1,YouTube__14,4Chan,YouTube
2020-11-30,4Chan__1,YouTube__30,4Chan,YouTube
2020-11-30,4Chan__1,YouTube__14,4Chan,YouTube
2020-11-30,4Chan__1,YouTube__14,4Chan,YouTube
2020-11-30,4Chan__1,YouTube__14,4Chan,YouTube
2020-11-30,4Chan__1,YouTube__8,4Chan,YouTube
2020-11-30,4Chan__1,YouTube__8,4Chan,YouTube
2020-11-30,4Chan__1,YouTube__8,4Chan,YouTube
2020-11-30,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-30,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-30,4Chan__1,YouTube__19,4Chan,YouTube
2020-11-30,4Chan__1,YouTube__19,4Chan,YouTube
2020-11-30,4Chan__1,YouTube__26,4Chan,YouTube
2020-11-30,Gab__45,YouTube__5,Gab,YouTube
2020-11-30,Gab__185,YouTube__5,Gab,YouTube
2020-11-30,Gab__208,YouTube__5,Gab,YouTube
2020-11-30,Gab__21,YouTube__5,Gab,YouTube
2020-11-30,Gab__20,YouTube__5,Gab,YouTube
2020-11-30,Gab__35,YouTube__5,Gab,YouTube
2020-11-30,Gab__178,YouTube__5,Gab,YouTube
2020-11-30,Gab__143,YouTube__5,Gab,YouTube
2020-11-30,Gab__299,YouTube__5,Gab,YouTube
2020-11-30,Gab__179,YouTube__5,Gab,YouTube
2020-11-30,Gab__48,YouTube__5,Gab,YouTube
2020-11-30,Gab__255,YouTube__5,Gab,YouTube
2020-11-30,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-30,4Chan__1,YouTube__18,4Chan,YouTube
2020-11-30,4Chan__1,YouTube__22,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__33,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__47,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__19,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__19,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__26,4Chan,YouTube
2020-12-01,Gab__30,YouTube__1,Gab,YouTube
2020-12-01,Gab__284,YouTube__19,Gab,YouTube
2020-12-01,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__19,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__19,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__26,4Chan,YouTube
2020-11-30,4Chan__1,YouTube__40,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__29,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__61,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-01,Gab__112,YouTube__1,Gab,YouTube
2020-12-01,Gab__30,YouTube__1,Gab,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__29,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-01,Gab__30,YouTube__1,Gab,YouTube
2020-12-01,Gab__284,YouTube__19,Gab,YouTube
2020-12-01,4Chan__1,YouTube__18,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__12,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__33,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__33,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__28,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__20,4Chan,YouTube
2020-12-01,4Chan__1,YouTube__20,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__18,4Chan,YouTube
2020-12-02,Gab__30,YouTube__18,Gab,YouTube
2020-12-02,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__61,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__19,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__19,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__26,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__31,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__7,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__14,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-02,Gab__30,YouTube__1,Gab,YouTube
2020-12-02,Gab__30,YouTube__15,Gab,YouTube
2020-12-02,4Chan__1,YouTube__7,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__61,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__61,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__61,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__17,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__8,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__28,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__45,4Chan,YouTube
2020-12-03,Gab__10,YouTube__13,Gab,YouTube
2020-12-02,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-02,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__39,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-03,Gab__10,YouTube__1,Gab,YouTube
2021-01-06,4Chan__1,YouTube__19,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__19,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__26,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__19,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__19,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__26,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__18,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-03,Gab__30,YouTube__13,Gab,YouTube
2020-12-03,4Chan__1,YouTube__19,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__19,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__26,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__44,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__44,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__27,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__61,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__4,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__19,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__19,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__26,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__44,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__19,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__19,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__26,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__61,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__19,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__19,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__26,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__18,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__61,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__61,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__61,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__20,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__21,4Chan,YouTube
2020-12-04,4Chan__1,YouTube__7,4Chan,YouTube
2020-12-05,4Chan__1,YouTube__4,4Chan,YouTube
2020-12-05,4Chan__1,YouTube__61,4Chan,YouTube
2020-12-05,4Chan__1,YouTube__61,4Chan,YouTube
2020-12-05,4Chan__1,YouTube__4,4Chan,YouTube
2020-12-05,4Chan__1,YouTube__19,4Chan,YouTube
2020-12-05,4Chan__1,YouTube__19,4Chan,YouTube
2020-12-05,4Chan__1,YouTube__26,4Chan,YouTube
2020-12-05,4Chan__1,YouTube__6,4Chan,YouTube
2020-12-05,4Chan__1,YouTube__6,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__17,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,Gab__45,YouTube__5,Gab,YouTube
2021-01-06,Gab__185,YouTube__5,Gab,YouTube
2021-01-06,Gab__208,YouTube__5,Gab,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,Gab__21,YouTube__5,Gab,YouTube
2021-01-06,Gab__21,YouTube__5,Gab,YouTube
2021-01-06,Gab__20,YouTube__5,Gab,YouTube
2021-01-06,Gab__35,YouTube__5,Gab,YouTube
2021-01-06,Gab__35,YouTube__5,Gab,YouTube
2021-01-06,Gab__178,YouTube__5,Gab,YouTube
2021-01-06,Gab__290,YouTube__5,Gab,YouTube
2021-01-06,Gab__280,YouTube__5,Gab,YouTube
2021-01-06,Gab__143,YouTube__5,Gab,YouTube
2021-01-06,Gab__179,YouTube__5,Gab,YouTube
2021-01-06,Gab__299,YouTube__5,Gab,YouTube
2021-01-06,Gab__255,YouTube__5,Gab,YouTube
2021-01-06,Gab__255,YouTube__5,Gab,YouTube
2021-01-06,Gab__269,YouTube__5,Gab,YouTube
2021-01-06,4Chan__1,YouTube__19,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__19,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__26,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__45,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__14,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__19,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__19,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__26,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__4,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__40,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__12,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__19,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__19,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__26,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,Gab__10,YouTube__13,Gab,YouTube
2021-01-06,4Chan__1,YouTube__45,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__45,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__14,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__14,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__14,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__14,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__45,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__45,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__45,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__45,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__45,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__21,4Chan,YouTube
2021-01-06,4Chan__1,YouTube__1,4Chan,YouTube
2020-12-05,4Chan__1,YouTube__14,4Chan,YouTube
2021-01-07,4Chan__1,YouTube__18,4Chan,YouTube
2021-01-07,4Chan__1,YouTube__18,4Chan,YouTube
2021-01-07,Gab__45,YouTube__5,Gab,YouTube
2021-01-07,Gab__185,YouTube__5,Gab,YouTube
2021-01-07,Gab__208,YouTube__5,Gab,YouTube
2021-01-07,4Chan__1,YouTube__1,4Chan,YouTube
2021-01-07,Gab__21,YouTube__5,Gab,YouTube
2021-01-07,Gab__20,YouTube__5,Gab,YouTube
2021-01-07,Gab__35,YouTube__5,Gab,YouTube
2021-01-07,Gab__178,YouTube__5,Gab,YouTube
2021-01-07,Gab__290,YouTube__5,Gab,YouTube
2021-01-07,Gab__280,YouTube__5,Gab,YouTube
2021-01-07,Gab__143,YouTube__5,Gab,YouTube
2021-01-07,Gab__179,YouTube__5,Gab,YouTube
